Primary Key,Participant ID,Treatment Group,Timestamp,Question Label,Before/After Exposure,Error present,Text Explanation ,Actual Chart Error,Error Identified (Coder 1),Error Identified (Coder 2),Coder Mismatch?,Consensus Code
1597,2893,TextLint,,TQ 8 Zero Axis,Post,Error in the legend part.,It's well constructed,Zero Axis,0,P,X,P
1598,1179,TextLint,,TQ 8 Zero Axis,Post,,It's well constructed,Zero Axis,0,0,,0
1607,2026,TextLint,,TQ 8 Zero Axis,Post,colours too similar,It's well constructed,Zero Axis,1,1,,1
1610,2058,TextLint,,TQ 8 Zero Axis,Post,Color choice are confusing and maked the graph blurred,There are errors in construction,Zero Axis,0,0,,0
1619,5291,TextLint,,TQ 9 Size,Post,Distributors too detailed,There are errors in construction,Size Neg,1,0,X,P
1624,2151,TextLint,,TQ 9 Size,Post,difficlt to see different data,It's well constructed,Size Neg,1,0,X,P
1637,1568,TextLint,,TQ 9 Size,Post,Too much data on a single graph,There are errors in construction,Size Neg,P,P,,P
1640,1598,TextLint,,TQ 9 Size,Post,Too difficult to see each line ,It's well constructed,Size Neg,0,0,,0
1646,1094,TextLint,,TQ 9 Size,Post,Too many subjects,There are errors in construction,Size Neg,0,0,,0
1658,1427,TextLint,,TQ 9 Size,Post,It's difficult to visualise each line separately. ,It's well constructed,Size Neg,P,0,X,P
1659,2893,TextLint,,TQ 9 Size,Post,,It's well constructed,Size Neg,0,0,,0
1660,1179,TextLint,,TQ 9 Size,Post,,There are errors in construction,Size Neg,0,0,,0
1669,2026,TextLint,,TQ 9 Size,Post,,There are errors in construction,Size Neg,0,0,,0
1672,2058,TextLint,,TQ 9 Size,Post,"To many colors and lines, it should be columns.",There are errors in construction,Size Neg,0,0,,0
1681,5291,TextLint,,TQ 10 Legend,Post,legend too similar in colour,There are errors in construction,Legend,1,1,,1
1686,2151,TextLint,,TQ 10 Legend,Post,,There are errors in construction,Legend,1,1,,1
1699,1568,TextLint,,TQ 10 Legend,Post,Negative values are used,There are errors in construction,Legend,1,1,,1
1702,1598,TextLint,,TQ 10 Legend,Post,,There are errors in construction,Legend,0,0,,0
1708,1094,TextLint,,TQ 10 Legend,Post,Poor representation that has mixed up formats of graph,It's well constructed,Legend,0,0,,0
1720,1427,TextLint,,TQ 10 Legend,Post,,There are errors in construction,Legend,0,0,,0
1721,2893,TextLint,,TQ 10 Legend,Post,,It's well constructed,Legend,1,1,,1
1722,1179,TextLint,,TQ 10 Legend,Post,Length can't be negative,There are errors in construction,Legend,0,0,,0
1731,2026,TextLint,,TQ 10 Legend,Post,there are 2 boxes together,There are errors in construction,Legend,0,0,,0
1734,2058,TextLint,,TQ 10 Legend,Post,the squares needs to be different colored,There are errors in construction,Legend,0,0,,0
1743,5291,TextLint,,TQ 11 Good,Post,to difficult to gauge income.,There are errors in construction,Good,1,1,,1
1748,2151,TextLint,,TQ 11 Good,Post,no need for the higher incomes,It's well constructed,Good,0,0,,0
1761,1568,TextLint,,TQ 11 Good,Post,It uses a log scale that's not clearly defined,There are errors in construction,Good,1,1,,1
1764,1598,TextLint,,TQ 11 Good,Post,Dots are too small ,It's well constructed,Good,1,1,,1
1770,1094,TextLint,,TQ 11 Good,Post,,There are errors in construction,Good,1,1,,1
1782,1427,TextLint,,TQ 11 Good,Post,Y axes does not start at zero.,There are errors in construction,Good,0,0,,0
1783,2893,TextLint,,TQ 11 Good,Post,,It's well constructed,Good,1,1,,1
1784,1179,TextLint,,TQ 11 Good,Post,Scale of Y axis keeps changing,There are errors in construction,Good,1,1,,1
1793,2026,TextLint,,TQ 11 Good,Post,confusing as they are the same colour,It's well constructed,Good,0,0,,0
1796,2058,TextLint,,TQ 11 Good,Post,Similar color and dots are blurred.,It's well constructed,Good,1,1,,1
1805,5291,TextLint,,TQ 12 Rate,Post,Y-axis not named correctly.,There are errors in construction,Rate,1,1,,1
1810,2151,TextLint,,TQ 12 Rate,Post,,It's well constructed,Rate,1,1,,1
1823,1568,TextLint,,TQ 12 Rate,Post,Uses negative values,There are errors in construction,Rate,0,0,,0
1826,1598,TextLint,,TQ 12 Rate,Post,,It's well constructed,Rate,0,0,,0
1832,1094,TextLint,,TQ 12 Rate,Post,Difficult to interpret anything,It's well constructed,Rate,0,0,,0
1844,1427,TextLint,,TQ 12 Rate,Post,There is a length legend for data that does not appear on the graph.,There are errors in construction,Rate,P,0,X,P
1845,2893,TextLint,,TQ 12 Rate,Post,,There are errors in construction,Rate,0,0,,0
1846,1179,TextLint,,TQ 12 Rate,Post,Length can't be negative,There are errors in construction,Rate,0,0,,0
1855,2026,TextLint,,TQ 12 Rate,Post,,It's well constructed,Rate,0,0,,0
1858,2058,TextLint,,TQ 12 Rate,Post,,It's well constructed,Rate,0,0,,0
1867,5291,TextLint,,TQ 13 Zero,Post,no legend.,It's well constructed,Zero Axis,1,1,,1
1872,2151,TextLint,,TQ 13 Zero,Post,,It's well constructed,Zero Axis,1,1,,1
1885,1568,TextLint,,TQ 13 Zero,Post,Legend is missing,There are errors in construction,Zero Axis,1,0,X,1
1888,1598,TextLint,,TQ 13 Zero,Post,,There are errors in construction,Zero Axis,0,0,,0
1894,1094,TextLint,,TQ 13 Zero,Post,,It's well constructed,Zero Axis,0,0,,0
1906,1427,TextLint,,TQ 13 Zero,Post,There is no legend.,There are errors in construction,Zero Axis,0,0,,0
1907,2893,TextLint,,TQ 13 Zero,Post,No instruction given for the color in the bars.,It's well constructed,Zero Axis,0,0,,0
1908,1179,TextLint,,TQ 13 Zero,Post,No legend,It's well constructed,Zero Axis,0,0,,0
1917,2026,TextLint,,TQ 13 Zero,Post,,There are errors in construction,Zero Axis,1,1,,1
1920,2058,TextLint,,TQ 13 Zero,Post,,It's well constructed,Zero Axis,0,0,,0
1929,5291,TextLint,,TQ 14 Legend,Post,,It's well constructed,Legend,1,1,,1
1934,2151,TextLint,,TQ 14 Legend,Post,,It's well constructed,Legend,1,1,,1
1947,1568,TextLint,,TQ 14 Legend,Post,The y-axes change at different rates,There are errors in construction,Legend,1,1,,1
1950,1598,TextLint,,TQ 14 Legend,Post,Doesn’t start at 0 ,There are errors in construction,Legend,1,1,,1
1956,1094,TextLint,,TQ 14 Legend,Post,,It's well constructed,Legend,P,0,X,0
1968,1427,TextLint,,TQ 14 Legend,Post,The y axes change at different rates.,There are errors in construction,Legend,0,0,,0
1969,2893,TextLint,,TQ 14 Legend,Post,,It's well constructed,Legend,1,1,,1
1970,1179,TextLint,,TQ 14 Legend,Post,,There are errors in construction,Legend,0,0,,0
1979,2026,TextLint,,TQ 14 Legend,Post,doesn't start at 0,There are errors in construction,Legend,0,0,,0
1982,2058,TextLint,,TQ 14 Legend,Post,,There are errors in construction,Legend,0,0,,0
1991,5291,TextLint,,TQ 15 color,Post,,There are errors in construction,Color,0,0,,0
1996,2151,TextLint,,TQ 15 color,Post,,There are errors in construction,Color,1,1,,1
2009,1568,TextLint,,TQ 15 color,Post,The y-axes change at different rates,There are errors in construction,Color,1,1,,1
2012,1598,TextLint,,TQ 15 color,Post,Doesn’t start at 0,It's well constructed,Color,0,0,,0
2018,1094,TextLint,,TQ 15 color,Post,,It's well constructed,Color,1,1,,1
2030,1427,TextLint,,TQ 15 color,Post,The y axes change at different rates.,It's well constructed,Color,0,0,,0
2031,2893,TextLint,,TQ 15 color,Post,,It's well constructed,Color,1,1,,1
2032,1179,TextLint,,TQ 15 color,Post,Y axis have different rates of change,There are errors in construction,Color,1,1,,1
2041,2026,TextLint,,TQ 15 color,Post,doesn't begin at 0,There are errors in construction,Color,0,0,,0
2044,2058,TextLint,,TQ 15 color,Post,Colors are too similar.,It's well constructed,Color,0,0,,0
2053,5291,TextLint,,TQ 16 Size,Post,x-axis doesn't start at zero.,There are errors in construction,Size Neg,0,0,,0
2058,2151,TextLint,,TQ 16 Size,Post,theres no key but otherwise ok,There are errors in construction,Size Neg,0,0,,0
2071,1568,TextLint,,TQ 16 Size,Post,Legend is missing,There are errors in construction,Size Neg,0,0,,0
2074,1598,TextLint,,TQ 16 Size,Post,,It's well constructed,Size Neg,0,0,,0
2080,1094,TextLint,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2092,1427,TextLint,,TQ 16 Size,Post,,There are errors in construction,Size Neg,P,1,X,P
2093,2893,TextLint,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2094,1179,TextLint,,TQ 16 Size,Post,Y axis doesn't start at 0,There are errors in construction,Size Neg,0,0,,0
2103,2026,TextLint,,TQ 16 Size,Post,doesn't start at 0,It's well constructed,Size Neg,0,0,,0
2106,2058,TextLint,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2115,5291,TextLint,,TQ 17 Rate,Post,No legend,There are errors in construction,Rate,0,0,,0
2120,2151,TextLint,,TQ 17 Rate,Post,no key,It's well constructed,Rate,1,1,,1
2133,1568,TextLint,,TQ 17 Rate,Post,Legend is missing,There are errors in construction,Rate,0,0,,0
2136,1598,TextLint,,TQ 17 Rate,Post,,There are errors in construction,Rate,0,0,,0
2142,1094,TextLint,,TQ 17 Rate,Post,There is no sign if the legend,It's well constructed,Rate,0,0,,0
2154,1427,TextLint,,TQ 17 Rate,Post,there is no legend,It's well constructed,Rate,0,0,,0
2155,2893,TextLint,,TQ 17 Rate,Post,No explanation for the use of different color circles,It's well constructed,Rate,0,0,,0
2156,1179,TextLint,,TQ 17 Rate,Post,No legend,There are errors in construction,Rate,0,0,,0
2165,2026,TextLint,,TQ 17 Rate,Post,,There are errors in construction,Rate,0,0,,0
2168,2058,TextLint,,TQ 17 Rate,Post,the axes needs to be switched.,There are errors in construction,Rate,0,0,,0
2177,5291,TextLint,,TQ 18 Rate,Post,"Y axis should show a whole year, legend colour to similar.",There are errors in construction,Rate,1,1,,1
2182,2151,TextLint,,TQ 18 Rate,Post,,It's well constructed,Rate,1,1,,1
2195,1568,TextLint,,TQ 18 Rate,Post,Colors are too similar,There are errors in construction,Rate,0,0,,0
2198,1598,TextLint,,TQ 18 Rate,Post,Overlapping lines look too muddled ,It's well constructed,Rate,0,0,,0
2204,1094,TextLint,,TQ 18 Rate,Post,,There are errors in construction,Rate,0,0,,0
2216,1427,TextLint,,TQ 18 Rate,Post,,There are errors in construction,Rate,0,0,,0
2217,2893,TextLint,,TQ 18 Rate,Post,,It's well constructed,Rate,0,0,,0
2218,1179,TextLint,,TQ 18 Rate,Post,Months not ordered,There are errors in construction,Rate,0,0,,0
2227,2026,TextLint,,TQ 18 Rate,Post,colours too similar,It's well constructed,Rate,0,0,,0
2230,2058,TextLint,,TQ 18 Rate,Post,"The colors should be different, the blue and green are similar color category.",It's well constructed,Rate,0,0,,0
2,1590,TextLint,,PQ 1 Rate,Prior,TRUE,2019-11-27 17:22:54,Rate,0,P,X,0
11,2122,TextLint,,PQ 1 Rate,Prior,TRUE,2019-11-26 14:06:24,Rate,0,0,,0
33,4285,TextLint,,PQ 1 Rate,Prior,TRUE,2019-11-26 14:51:28,Rate,0,0,,0
64,1590,TextLint,,PQ 2 Rate,Prior,R_6h9jvyPcNElSPbb,"I consent, begin the study",Rate,0,0,,0
73,2122,TextLint,,PQ 2 Rate,Prior,R_UiQLyvjM7fFjxct,"I consent, begin the study",Rate,0,0,,0
95,4285,TextLint,,PQ 2 Rate,Prior,R_10Gau9hJi5zfxs0,"I consent, begin the study",Rate,0,0,,0
126,1590,TextLint,,PQ 3 Good,Prior,5d2c9ed0a0580000174a22bc,There are errors in construction,Good,0,0,,0
135,2122,TextLint,,PQ 3 Good,Prior,5ce91c637d2bca00171a6ea1,It's well constructed,Good,1,1,,1
157,4285,TextLint,,PQ 3 Good,Prior,5c665e1948985d0001f09675,It's well constructed,Good,0,0,,0
188,1590,TextLint,,PQ 4 GOOD,Prior,10 years is too big a gap when there are changes in between,There are errors in construction,Good,0,0,,0
197,2122,TextLint,,PQ 4 GOOD,Prior,,It's well constructed,Good,1,1,,1
219,4285,TextLint,,PQ 4 GOOD,Prior,,It's well constructed,Good,1,1,,1
250,1590,TextLint,,PQ 5 Good,Prior,"If using this gap method, make lines to see what is where",There are errors in construction,Good,1,1,,1
259,2122,TextLint,,PQ 5 Good,Prior,,There are errors in construction,Good,1,1,,1
281,4285,TextLint,,PQ 5 Good,Prior,,There are errors in construction,Good,1,1,,1
312,1590,TextLint,,PQ  6 Rate,Prior,"Start with 40 years, not 20",It's well constructed,Rate,0,0,,0
321,2122,TextLint,,PQ  6 Rate,Prior,"""life_expect"" axis should have a more presentable title",There are errors in construction,Rate,0,0,,0
343,4285,TextLint,,PQ  6 Rate,Prior,x axis does not start at 0,It's well constructed,Rate,0,0,,0
374,1590,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
383,2122,TextLint,,PQ 7 Zero,Prior,The left axis should have a more presentable title and could have a break between zero and 5,It's well constructed,Zero Axis,0,0,,0
405,4285,TextLint,,PQ 7 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
436,1590,TextLint,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,P,1,X,1
445,2122,TextLint,,PQ 8 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
467,4285,TextLint,,PQ 8 Zero,Prior,Different colors can be used for different genre,There are errors in construction,Zero Axis,0,0,,0
498,1590,TextLint,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
507,2122,TextLint,,PQ 9 Zero,Prior,"The intervals in the ""years at company"" should be equal. Left axis should have the title in the same position of the right one",There are errors in construction,Zero Axis,0,0,,0
529,4285,TextLint,,PQ 9 Zero,Prior,"On x-axis the interval between 0 and 5 is not evenly marked as the other intervals, also there should only be one Y-axis whereas here there is also a y-axis named monthly income.",There are errors in construction,Zero Axis,0,0,,0
560,1590,TextLint,,PQ 10 Legend,Prior,too much empty space on both sides,There are errors in construction,Legend,0,0,,0
569,2122,TextLint,,PQ 10 Legend,Prior,Better distribution of the data could be achieved by readjusting the 2 axis,There are errors in construction,Legend,0,0,,0
591,4285,TextLint,,PQ 10 Legend,Prior,numbers on both the axes could be reduced so there the data lines are represented clearly.,There are errors in construction,Legend,1,1,,1
622,1590,TextLint,,PQ 10 Legend,Prior,Too much on the count and crowded on the date,There are errors in construction,Legend,0,0,,0
631,2122,TextLint,,PQ 11 Legend,Prior,Count axis should start maybe at zero so that all the data is shown,It's well constructed,Legend,1,1,,1
653,4285,TextLint,,PQ 11 Legend,Prior,data for finance line after Jan 2000 is falling below the line of x axis so it is not represented correctly.,There are errors in construction,Legend,1,1,,1
684,1590,TextLint,,PQ 12 Legend,Prior,how can you even read it with everything jammed together,It's poorly constructed,Legend,1,1,,1
693,2122,TextLint,,PQ 12 Legend,Prior,,It's well constructed,Legend,0,P,X,0
715,4285,TextLint,,PQ 12 Legend,Prior,"y-axis should start at 0 becuase some data points are going below the line, same for x-axis as data points for before 1940 is not well represented.",It's well constructed,Legend,0,0,,0
746,1590,TextLint,,PQ 13 Size,Prior,Shorter median and smaller gaps than 10s,There are errors in construction,Neg Size,0,0,,0
755,2122,TextLint,,PQ 13 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
777,4285,TextLint,,PQ 13 Size,Prior,,There are errors in construction,Neg Size,0,P,X,0
808,1590,TextLint,,PQ 14 Size,Prior,"too much information overlaps, try a different type of graph",It's well constructed,Neg Size,0,0,,0
817,2122,TextLint,,PQ 14 Size,Prior,Lacks left axis title and there is no need for all the numbers in the week axis,It's well constructed,Neg Size,0,0,,0
839,4285,TextLint,,PQ 14 Size,Prior,legends explaning the data lines are missing.,There are errors in construction,Neg Size,0,0,,0
870,1590,TextLint,,PQ 15 Size,Prior,,There are errors in construction,Neg Size,0,P,X,0
879,2122,TextLint,,PQ 15 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
901,4285,TextLint,,PQ 15 Size,Prior,colors for bars of apples and bananas should be different.,There are errors in construction,Neg Size,0,0,,0
932,1590,TextLint,,PQ 16 Color,Prior,make it bigger so nothing is cut off,There are errors in construction,Color,1,1,,1
941,2122,TextLint,,PQ 16 Color,Prior,The 2015 point is cut,It's well constructed,Color,1,1,,1
963,4285,TextLint,,PQ 16 Color,Prior,The y-axis does not start at 0 and the data points on 2012 are not clearly visible (half circles) so 2012 should be where 2013 is on the y-axis.,It's well constructed,Color,1,1,,1
994,1590,TextLint,,PQ 17 Color,Prior,"Don't like the dot size to represent different things, use colors or a different type of graph",There are errors in construction,Color,0,0,,0
1003,2122,TextLint,,PQ 17 Color,Prior,,There are errors in construction,Color,0,0,,0
1025,4285,TextLint,,PQ 17 Color,Prior,,There are errors in construction,Color,0,0,,0
1056,1590,TextLint,,PQ 18 Color,Prior,too much jammed together for beginning cash,There are errors in construction,Color,0,0,,0
1065,2122,TextLint,,PQ 18 Color,Prior,More presentable titles and could have a better distribution of the data by readjusting the axis range,It's well constructed,Color,0,0,,0
1087,4285,TextLint,,PQ 18 Color,Prior,Data points at the 0 line are on the y axis line.,There are errors in construction,Color,0,0,,0
1118,1590,TextLint,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1127,2122,TextLint,,TQ 1 Zero,Post,,,Zero Axis,1,1,,1
1149,4285,TextLint,,TQ 1 Zero,Post,Like,Like,Zero Axis,0,0,,0
1180,1590,TextLint,,TQ 2 Good,Post,,,Good,0,0,,0
1189,2122,TextLint,,TQ 2 Good,Post,,,Good,1,1,,1
1211,4285,TextLint,,TQ 2 Good,Post,Like,Like,Good,0,0,,0
1242,1590,TextLint,,TQ 3 Good,Post,,There are errors in construction,Good,0,0,,0
1251,2122,TextLint,,TQ 3 Good,Post,,There are errors in construction,Good,0,0,,0
1273,4285,TextLint,,TQ 3 Good,Post,Like,It's well constructed,Good,0,0,,0
1304,1590,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,0,X,1
1313,2122,TextLint,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,1,1,,1
1335,4285,TextLint,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,1,1,,1
1366,1590,TextLint,,TQ 5 Color,Post,Confusing as hell,It's well constructed,Color,0,0,,0
1375,2122,TextLint,,TQ 5 Color,Post,,There are errors in construction,Color,1,1,,1
1397,4285,TextLint,,TQ 5 Color,Post,,There are errors in construction,Color,0,0,,0
1428,1590,TextLint,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1437,2122,TextLint,,TQ 6 Color,Post,No legend,There are errors in construction,Color,0,0,,0
1459,4285,TextLint,,TQ 6 Color,Post,legends and labels are missing,There are errors in construction,Color,1,1,,1
1490,1590,TextLint,,TQ 7 Size,Post,"Y axis needs to be broken down more, every 200 is too far spread",There are errors in construction,Size Neg,0,0,,0
1499,2122,TextLint,,TQ 7 Size,Post,"No colour legend, IMDB axis should start on zero",There are errors in construction,Size Neg,1,1,,1
1521,4285,TextLint,,TQ 7 Size,Post,legends are missing,There are errors in construction,Size Neg,P,P,,P
1552,1590,TextLint,,TQ 8 Zero Axis,Post,"Colors too similar, data all jammed in one area",There are errors in construction,Zero Axis,0,0,,0
1561,2122,TextLint,,TQ 8 Zero Axis,Post,"Bad choice of colours, very similar",There are errors in construction,Zero Axis,0,0,,0
1583,4285,TextLint,,TQ 8 Zero Axis,Post,colors are too similar,There are errors in construction,Zero Axis,0,0,,0
1614,1590,TextLint,,TQ 9 Size,Post,"Where to start? Just do the thing all over again, right this time. Grade F",There are errors in construction,Size Neg,0,0,,0
1623,2122,TextLint,,TQ 9 Size,Post,rating axis should start on zero,There are errors in construction,Size Neg,1,0,X,P
1645,4285,TextLint,,TQ 9 Size,Post,some colors of legends are too similar,There are errors in construction,Size Neg,0,0,,0
1676,1590,TextLint,,TQ 10 Legend,Post,Negative numbers,There are errors in construction,Legend,1,0,X,1
1685,2122,TextLint,,TQ 10 Legend,Post,Squares assigned to negative values; lacks title,There are errors in construction,Legend,1,1,,1
1707,4285,TextLint,,TQ 10 Legend,Post,negative values associated with the legend encodings,It's well constructed,Legend,1,1,,1
1738,1590,TextLint,,TQ 11 Good,Post,So big the data is jammed into a small area and the rest is wasted,There are errors in construction,Good,1,1,,1
1747,2122,TextLint,,TQ 11 Good,Post,axis should start on zero,There are errors in construction,Good,1,1,,1
1769,4285,TextLint,,TQ 11 Good,Post,,There are errors in construction,Good,1,1,,1
1800,1590,TextLint,,TQ 12 Rate,Post,Negative numbers,There are errors in construction,Rate,0,0,,0
1809,2122,TextLint,,TQ 12 Rate,Post,Circles assigned to negative values,There are errors in construction,Rate,0,0,,0
1831,4285,TextLint,,TQ 12 Rate,Post,negative encodings in legends,There are errors in construction,Rate,0,0,,0
1862,1590,TextLint,,TQ 13 Zero,Post,"Could break down Y axis a bit more, too widely spaced",There are errors in construction,Zero Axis,0,0,,0
1871,2122,TextLint,,TQ 13 Zero,Post,Lacks the legend,There are errors in construction,Zero Axis,0,0,,0
1893,4285,TextLint,,TQ 13 Zero,Post,legends are missing,There are errors in construction,Zero Axis,0,0,,0
1924,1590,TextLint,,TQ 14 Legend,Post,Y axis different from other Y axis,There are errors in construction,Legend,0,0,,0
1933,2122,TextLint,,TQ 14 Legend,Post,"Axis evolve at different rates, should start on zero",There are errors in construction,Legend,1,1,,1
1955,4285,TextLint,,TQ 14 Legend,Post,the 2 y axes do not change at the same rate,There are errors in construction,Legend,1,1,,1
1986,1590,TextLint,,TQ 15 color,Post,Y axis are both different,It's well constructed,Color,0,0,,0
1995,2122,TextLint,,TQ 15 color,Post,Axis change at different rates and should start on zero,There are errors in construction,Color,0,0,,0
2017,4285,TextLint,,TQ 15 color,Post,y axes have different values or do not change at same rate,It's well constructed,Color,1,1,,1
2048,1590,TextLint,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2057,2122,TextLint,,TQ 16 Size,Post,Price axis should start on zero,There are errors in construction,Size Neg,1,P,X,P
2079,4285,TextLint,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2110,1590,TextLint,,TQ 17 Rate,Post,Age could start at 40 ,There are errors in construction,Rate,0,0,,0
2119,2122,TextLint,,TQ 17 Rate,Post,Lacks legend,It's well constructed,Rate,0,0,,0
2141,4285,TextLint,,TQ 17 Rate,Post,legends are missing,There are errors in construction,Rate,0,0,,0
2172,1590,TextLint,,TQ 18 Rate,Post,Doesn't start at 0,There are errors in construction,Rate,0,0,,0
2181,2122,TextLint,,TQ 18 Rate,Post,,It's well constructed,Rate,0,0,,0
2203,4285,TextLint,,TQ 18 Rate,Post,colors of legends are too similar,There are errors in construction,Rate,0,0,,0
26,3178,TextLint,,PQ 1 Rate,Prior,TRUE,2019-11-27 17:49:29,Rate,0,0,,0
27,4258,TextLint,,PQ 1 Rate,Prior,TRUE,2019-11-27 18:12:58,Rate,0,0,,0
40,993,TextLint,,PQ 1 Rate,Prior,TRUE,2019-11-26 13:46:28,Rate,0,0,,0
41,1114,TextLint,,PQ 1 Rate,Prior,TRUE,2019-11-26 13:48:39,Rate,0,0,,0
52,3501,TextLint,,PQ 1 Rate,Prior,TRUE,2019-11-27 17:54:35,Rate,0,0,,0
88,3178,TextLint,,PQ 2 Rate,Prior,R_1Cw33sC0cKtk58h,"I consent, begin the study",Rate,0,0,,0
89,4258,TextLint,,PQ 2 Rate,Prior,R_3RpRS58R9HOHEuD,"I consent, begin the study",Rate,0,0,,0
102,993,TextLint,,PQ 2 Rate,Prior,R_2Toez3iOGVxqTj4,"I consent, begin the study",Rate,0,0,,0
103,1114,TextLint,,PQ 2 Rate,Prior,R_BVVWIvefynLIY7f,"I consent, begin the study",Rate,0,0,,0
114,3501,TextLint,,PQ 2 Rate,Prior,R_2SDAhQhoAYlmgbN,"I consent, begin the study",Rate,0,0,,0
150,3178,TextLint,,PQ 3 Good,Prior,5d02e8a7c087120001942ae7,It's well constructed,Good,0,0,,0
151,4258,TextLint,,PQ 3 Good,Prior,5c5e3853de929b0001a4d683,There are errors in construction,Good,1,1,,1
164,993,TextLint,,PQ 3 Good,Prior,5c2d3ba4731cd10001b647d7,There are errors in construction,Good,0,0,,0
165,1114,TextLint,,PQ 3 Good,Prior,56f340a6d70ab40006682a5e,It's well constructed,Good,1,1,,1
176,3501,TextLint,,PQ 3 Good,Prior,5d287be62a33c100167c93c6,There are errors in construction,Good,0,0,,0
212,3178,TextLint,,PQ 4 GOOD,Prior,,There are errors in construction,Good,0,0,,0
213,4258,TextLint,,PQ 4 GOOD,Prior,The leyend software engyneering salary would be Avg software engyneering salary (pounds),It's well constructed,Good,1,1,,1
226,993,TextLint,,PQ 4 GOOD,Prior,increase the average sleep hours to make the graph more concise,It's well constructed,Good,1,1,,1
227,1114,TextLint,,PQ 4 GOOD,Prior,,It's well constructed,Good,1,1,,1
238,3501,TextLint,,PQ 4 GOOD,Prior,"The side title is confusing ""avg sleep'",There are errors in construction,Good,0,0,,0
274,3178,TextLint,,PQ 5 Good,Prior,There are two graphs intertwined into one graph. Data one conflicts the graph.,There are errors in construction,Good,1,1,,1
275,4258,TextLint,,PQ 5 Good,Prior,,It's well constructed,Good,1,1,,1
288,993,TextLint,,PQ 5 Good,Prior,,There are errors in construction,Good,0,0,,0
289,1114,TextLint,,PQ 5 Good,Prior,,It's well constructed,Good,1,1,,1
300,3501,TextLint,,PQ 5 Good,Prior,THE Scales on the sides are confusing,There are errors in construction,Good,0,0,,0
336,3178,TextLint,,PQ  6 Rate,Prior,A bar chart would have been more suited as data is difficult to read.,It's well constructed,Rate,0,P,X,0
337,4258,TextLint,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
350,993,TextLint,,PQ  6 Rate,Prior,start the life expect color at 40 since no data below that on horizontal axis,There are errors in construction,Rate,0,0,,0
351,1114,TextLint,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
362,3501,TextLint,,PQ  6 Rate,Prior,Dots are too small its confusing and not clear,It's well constructed,Rate,0,0,,0
398,3178,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,1,X,1
399,4258,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
412,993,TextLint,,PQ 7 Zero,Prior,reduce mean of temp range scale,It's well constructed,Zero Axis,0,1,X,1
413,1114,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,P,0,X,0
424,3501,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
460,3178,TextLint,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,1,1,,1
461,4258,TextLint,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
474,993,TextLint,,PQ 8 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
475,1114,TextLint,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
486,3501,TextLint,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
522,3178,TextLint,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
523,4258,TextLint,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
536,993,TextLint,,PQ 9 Zero,Prior,the bonus graph points can be condensed to show a better graph line compared to the monthly income,There are errors in construction,Zero Axis,0,0,,0
537,1114,TextLint,,PQ 9 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
548,3501,TextLint,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
584,3178,TextLint,,PQ 10 Legend,Prior,For no. of worker there should have been added option for 0-20.,It's well constructed,Legend,0,0,,0
585,4258,TextLint,,PQ 10 Legend,Prior,The legend number of workers should start at zero,There are errors in construction,Legend,0,0,,0
598,993,TextLint,,PQ 10 Legend,Prior,The axis can be reduced to produce a better graph rather than all the white space for options that have no relevant data.,There are errors in construction,Legend,1,1,,1
