Foreign Key,Actual Chart Error,Response,Error Identified (Coder 1),TODO,544,LEFT OFF,15,FLAG
1280,Good,y axes have different values or do not change at same rate,0,,,,,
1281,Good,,1,,,,,
1282,Good,Price axis should start on zero,0,,,,,
1283,Good,,0,,,,,
1284,Good,Age could start at 40 ,0,,,,,
1285,Good,Lacks legend,,,,,,
1286,Good,legends are missing,,,,,,
1287,Good,Doesn't start at 0,,,,,,
1288,Good,,1,,,,,
1289,Good,colors of legends are too similar,,,,,,
1290,Good,"Negative numbers, Y axis too spread out for data",,,,,,
1291,Good,,1,,,,,
1292,Good,negative values associated with a legend encoding,,,,,,
1293,Good,,0,,,,,
1294,Good,Right axis should start on zero,,,,,,
1295,Good,the 2 y axes do not change at the same rate,0,,,,,
1296,Good,too many points on the graph do not correspond with the Y axis,0,,,,,
1297,Good,,1,,,,,
1298,Good,2 y axes change at different rates,,,,,,
1299,Good,,1,,,,,
1300,Good,The leyend software engyneering salary would be Avg software engyneering salary (pounds),,,,,,
1301,Good,increase the average sleep hours to make the graph more concise,,,,,,
1302,Good,,0,,,,,
1303,Legend,"The side title is confusing ""avg sleep'",,,,,,
1304,Legend,There are two graphs intertwined into one graph. Data one conflicts the graph.,1,,,,,
1305,Legend,,0,,,,,
1306,Legend,,0,,,,,
1307,Legend,,1,,,,,
1308,Legend,THE Scales on the sides are confusing,1,,,,,
1309,Legend,A bar chart would have been more suited as data is difficult to read.,1,,,,,
1310,Legend,,1,,,,,
1311,Legend,start the life expect color at 40 since no data below that on horizontal axis,1,,,,,
1312,Legend,,1,,,,,
1313,Legend,Dots are too small its confusing and not clear,1,,,,,
1314,Legend,,1,,,,,
1315,Legend,,0,,,,,
1316,Legend,reduce mean of temp range scale,1,,,,,
1317,Legend,,1,,,,,
1318,Legend,,0,,,,,
1319,Legend,,1,,,,,
1320,Legend,,1,,,,,
1321,Legend,,1,,,,,
1322,Legend,,0,,,,,
1324,Legend,,0,,,,,
1325,Legend,,0,,,,,
1326,Legend,the bonus graph points can be condensed to show a better graph line compared to the monthly income,1,,,,,
1327,Legend,,1,,,,,
1328,Legend,,1,,,,,
1329,Legend,For no. of worker there should have been added option for 0-20.,1,,,,,
1330,Legend,The legend number of workers should start at zero,1,,,,,
1331,Legend,The axis can be reduced to produce a better graph rather than all the white space for options that have no relevant data.,1,,,,,
1332,Legend,,1,,,,,
1333,Legend,The scale for product sold should be smaller so that the information is shown in the middle of the graph rather than squished into one side,1,,,,,
1334,Legend,,0,,,,,
1335,Legend,"the year-month axis is poorly constructed, the years are not well framed in the axis",1,,,,,
1336,Legend,decrease the count scale,,,,,,
1337,Legend,,1,,,,,
1338,Legend,,1,,,,,
1339,Legend,There is no legend and release date years are too constricted. ,1,,,,,
1340,Legend,"many points together, poorly constructed.",1,,,,,
1341,Legend,"increase the scale increment, or show as a different graph altogether",1,,,,,
1342,Legend,,1,,,,,
1343,Legend,dots are overlapping and confusing,,,,,,
1344,Legend,Bar chart would be better.,0,,,,,
1345,Legend,Missing legend with colors,,,,,,
1346,Legend,horizontal access could be expanded to show better data month to month within the year?,,,,,,
1347,Legend,There's no legend to describe the lines.,1,,,,,
1348,Legend,i don't understand it,0,,,,,
1349,Legend,No legend and potentially a bar chart would have been better.,1,,,,,
1350,Legend,Missing legend with countries and colors,,,,,,
1351,Legend,"increase the vertical scale to show better delination, add a value or label for vertical axis",,,,,,
1352,Legend,The countries aren't specified,1,,,,,
1353,Legend,It's hard to understand what's going on with all of the lines,,,,,,
1354,Legend,,1,,,,,
1355,Legend,The color of each fruit should be different,,,,,,
1356,Legend,add legend to clarify the color groups,1,,,,,
1357,Legend,,1,,,,,
1358,Legend,There is no title ,1,,,,,
1359,Legend,Legend option of circles should have been exchanges for lines.,1,,,,,
1360,Legend,"poorly constructed, the years should not be cut",0,,,,,
1361,Legend,might want to further explain the legends and how to read the graph as a whole,0,,,,,
1362,Legend,,0,,,,,
1363,Legend,its hard to understand,,,,,,
1364,Legend,,1,,,,,
1365,Color,the legend month should be from January to December,0,,,,,
1366,Color,,0,,,,,
1367,Color,,0,,,,,
1368,Color,,1,,,,,
1369,Color,Axis numbers at the start should have more depth.,1,,,,,
1370,Color,Only four colors are seen,1,,,,,
1371,Color,too many data points and not labelled clearly.,,,,,,
1372,Color,,1,,,,,
1373,Color,Too many dots and the scale is too big,1,,,,,
1374,Color,Colours from legend are very similar which conflicts the reading. Information + Agriculture. ,1,,,,,
1375,Color,"the year-month axis is poorly constructed, the years are not well framed in the axis. The color of the Agricultura and Information series are the same",1,,,,,
1376,Color,different colors could be used to better differentiate the lines,1,,,,,
1377,Color,Agriculture and information have the same color so you can't tell which is which.,1,,,,,
1378,Color,The three of the lines are the same colour,1,,,,,
1379,Color,An alternative should have been used instead of circles.,1,,,,,
1380,Color,"The points need to be connected, there are points of the same color on zero axis, many points together",P,,,,,
1381,Color,,1,,,,,
1382,Color,,0,,,,,
1383,Color,Scale for cash is too big and disbursements scale is off,1,,,,,
1384,Color,Line graph would have been more better.,1,,,,,
1385,Color,,1,,,,,
1386,Color,,0,,,,,
1387,Color,,1,,,,,
1388,Color,The colours and layout look messy its confusing,1,,,,,
1389,Color,,1,,,,,
1390,Color,The axis do not start at zero,1,,,,,
1391,Color,missing lines,1,,,,,
1392,Color,There are no data poins for v1 and v2.,1,,,,,
1393,Color,Not easy to understand,0,,,,,
1394,Color,Legend options of triangle confuse the data on the graph.,1,,,,,
1395,Color,The colors are too similar,0,,,,,
1396,Color,too much overlap,1,,,,,
1397,Color,,0,,,,,
1398,Color,Too crowded and small,1,,,,,
1399,Color,,1,,,,,
1400,Color,There is no legend,0,,,,,
1401,Color,legend and labels,,,,,,
1402,Color,There is no legend.,1,,,,,
1403,Color,,1,,,,,
1404,Color,Line graph would have been suitable.,1,,,,,
1405,Color,There is no legend and the x-axis does not start at zero,0,,,,,
1406,Color,need a legend to determine color scheme,1,,,,,
1407,Color,There is no legend.,,,,,,
1408,Color,Don't underrstand it,1,,,,,
1409,Color,Poorly constructed legend.,,,,,,
1410,Color,The colors are too similar,1,,,,,
1411,Color,too much overlap,1,,,,,
1412,Color,The colors are too similar.,P,,,,,
1413,Color,Too crowded,1,,,,,
1414,Color,Too difficult to see each line ,1,,,,,
1415,Color,,0,,,,,
1416,Color,,P,,,,,
1417,Color,,0,,,,,
1418,Color,too much information in such little space,1,,,,,
1419,Color,,1,,,,,
1420,Color,"No legend, confusing",1,,,,,
1421,Color,,1,,,,,
1422,Color,,P,,,,,
1423,Color,size with negative value,0,,,,,
1425,Color,The axis do not start at zero,,,,,,
1426,Color,x axis is too large of scale,0,,,,,
1427,Color,,0,,,,,
1428,Color,Data too small for the scale,0,,,,,
1429,Color,Circles are a wrong choice to jot the information on the graph.,,,,,,
1430,Color,there are negative values  associated with the size encodings,0,,,,,
1431,Color,circles are too similar in size to differentiate,,,,,,
1432,Color,,0,,,,,
1433,Color,Don't understand,,,,,,
1434,Color,No legend and a line graph would be more suitable.,0,,,,,
1435,Color,There is no legend,P,,,,,
1436,Color,need a legend,0,,,,,
1437,Color,There is no legend.,,,,,,
1438,Color,Its confusing and hurts the eyes,0,,,,,
1439,Color,Extra axis conflated the data.,,,,,,
1440,Color,the two y-axis change at different rates,0,,,,,
1441,Color,,1,,,,,
1442,Color,,0,,,,,
1443,Color,,1,,,,,
1444,Color,A separate graph would have been ideal for extra data.,0,,,,,
1445,Color,the two y-axis change at different rates,P,,,,,
1446,Color,,0,,,,,
1447,Color,,0,,,,,
1448,Color,overlapping too  much,0,,,,,
1449,Color,,0,,,,,
1450,Color,The y-axis does not start at zero,0,,,,,
1451,Color,,1,,,,,
1452,Color,,0,,,,,
1453,Color,,1,,,,,
1454,Color,No legend,0,,,,,
1455,Color,There is no legend,0,,,,,
1456,Color,need a title to explain what we're looking at,0,,,,,
1457,Color,There is no legend.,0,,,,,
1458,Color,too basic,1,,,,,
1459,Color,Months to close by should have been a bigger gap.,1,,,,,
1460,Color,The colors are too similar,,,,,,
1461,Color,,P,,,,,
1462,Color,The colors are too similar.,0,,,,,
1463,Color,Colours are confusing,1,,,,,
1464,Color,Lines more ideal instead of circles.,0,,,,,
1465,Color,there are negative values  associated with the size encodings,,,,,,
1466,Color,,1,,,,,
1467,Color,,0,,,,,
1468,Color,Dots are everywhere,,,,,,
1469,Color,,0,,,,,
1471,Color,,1,,,,,
1472,Color,,1,,,,,
1473,Color,,0,,,,,
1474,Color,,0,,,,,
1475,Color,the two y-axis change at different rates,,,,,,
1476,Color,,0,,,,,
1477,Color,,P,,,,,
1478,Color,,0,,,,,
1479,Color,,0,,,,,
1480,Color,,1,,,,,
1481,Color,,0,,,,,
1482,Color,,0,,,,,
1483,Color,,0,,,,,
1484,Color,Title should be above,,,,,,
1485,Color,,0,,,,,
1486,Color,,0,,,,,
1487,Color,,0,,,,,
1488,Color,"It's out of focus, asymmetric,  the colors almost hurt my eyes, cannot understand where some markings are.",,,,,,
1489,Size Neg,,0,,,,,
1490,Size Neg,,0,,,,,
1491,Size Neg,,0,,,,,
1492,Size Neg,The points do not match correctly with the graph,0,,,,,
1493,Size Neg,Unclear x axis label ,1,,,,,
1494,Size Neg,,0,,,,,
1495,Size Neg,,0,,,,,
1496,Size Neg,,0,,,,,
1497,Size Neg,,1,,,,,
1498,Size Neg,,1,,,,,
1499,Size Neg,The dates at the bottom aren't equally spaced out.,1,,,,,
1500,Size Neg,,1,,,,,
1501,Size Neg,,0,,,,,
1502,Size Neg,,0,,,,,
1503,Size Neg,,P,,,,,
1504,Size Neg,,0,,,,,
1506,Size Neg,If each column had a color it would be easier to understand and identify each category.,,,,,,
1507,Size Neg,,0,,,,,
1508,Size Neg,,0,,,,,
1509,Size Neg,,0,,,,,
1510,Size Neg,,1,,,,,
1511,Size Neg,,0,,,,,
1512,Size Neg,,1,,,,,
1513,Size Neg,,1,,,,,
1514,Size Neg,,0,,,,,
1515,Size Neg,,0,,,,,
1516,Size Neg,It does not line up to the number of workers to the product sold,1,,,,,
1517,Size Neg,0 isn't shown on the y axis,0,,,,,
1518,Size Neg,Can be made simpler and smaller.,1,,,,,
1519,Size Neg,,0,,,,,
1520,Size Neg,,0,,,,,
1521,Size Neg,y axis has not given units,P,,,,,
1522,Size Neg,,0,,,,,
1523,Size Neg,The chart continues after the last date notch at the x axis,,,,,,
1524,Size Neg,,0,,,,,
1525,Size Neg,,1,,,,,
1526,Size Neg,,0,,,,,
1527,Size Neg,,0,,,,,
1528,Size Neg,,0,,,,,
1529,Size Neg,,0,,,,,
1530,Size Neg,,0,,,,,
1531,Size Neg,,0,,,,,
1532,Size Neg,"At 2000 there are too many points and it looks like one big blob, where in reality there would be gaps which aren't seen there.",P,,,,,
1533,Size Neg,no key  and no indication of what the results are trying to show,,,,,,
1534,Size Neg,The graph is all over the place it does match up with how it should be constructed,0,,,,,
1535,Size Neg,No key shown and an odd way of showing the data.,0,,,,,
1536,Size Neg,Graphic legend is missing.,,,,,,
1537,Size Neg,,0,,,,,
1538,Size Neg,Year should be horizontal same for median. Where is the legend for what colours mean? What does median of yield mean?,,,,,,
1539,Size Neg,y axis is not labelled and there is no key,P,,,,,
1540,Size Neg,,P,,,,,
1541,Size Neg,No key for the country shown,,,,,,
1542,Size Neg,,P,,,,,
1543,Size Neg,,0,,,,,
1544,Size Neg,No colour legend or title on the left axis,0,,,,,
1545,Size Neg,the x-axis is not labelled . the y-axis has not given any units ,0,,,,,
1546,Size Neg,,0,,,,,
1547,Size Neg,The colours of the bars have no relevance to the actual fruit,0,,,,,
1548,Size Neg,The colors are very similar,1,,,,,
1549,Size Neg,,0,,,,,
1550,Size Neg,Use different colours for each fruit also include a label for the x-axis,,,,,,
1551,Zero Axis,precipitation has no units,0,,,,,
1552,Zero Axis,I don't think this graph matches up with the coordinates.,0,,,,,
1553,Zero Axis,,0,,,,,
1554,Zero Axis,The symbols representing the two variables (weather and temp_min) can be confused with each other and the colors used should be more distinct.,,,,,,
1555,Zero Axis,Doesn't show data well,,,,,,
1556,Zero Axis,This isn't a typical graphing design which is a bit confusing for people new to this type.,0,,,,,
1557,Zero Axis,the x-axis is missing months october and november. ,0,,,,,
1558,Zero Axis,None of the coordinates match how the graph is described.,0,,,,,
1559,Zero Axis,Hard to match the bubbles on the graph to rate of change.,0,,,,,
1560,Zero Axis,Hard to understand the values ​​of each ball.,1,,,,,
1561,Zero Axis,,0,,,,,
1562,Zero Axis,"It's interesting, but those dots confuse me to the actual projection",P,,,,,
1563,Zero Axis,,0,,,,,
1564,Zero Axis,,0,,,,,
1565,Zero Axis,,0,,,,,
1566,Zero Axis,The marks on the graph are hard to see where they stand and some are above each other.,0,,,,,
1567,Zero Axis,ending cash won't make sense,0,,,,,
1568,Zero Axis,The scale is wrong too many are too close together on the left side,0,,,,,
1569,Zero Axis,y axis has no units,0,,,,,
1570,Zero Axis,,0,,,,,
1571,Zero Axis,Agriculture and information key colours are too similar.,0,,,,,
1572,Zero Axis,Very similar colors wich makes it difficult to identify the correct one.,P,,,,,
1573,Zero Axis,,0,,,,,
1574,Zero Axis,,0,,,,,
1575,Zero Axis,,0,,,,,
1576,Zero Axis,,1,,,,,
1577,Zero Axis,,1,,,,,
1578,Zero Axis,Some markings are on top of each others.,0,,,,,
1579,Zero Axis,,0,,,,,
1580,Zero Axis,There are two pinkish colours which look the same,1,,,,,
1581,Zero Axis,,0,,,,,
1582,Zero Axis,,0,,,,,
1583,Zero Axis,Crookston and Waseca key colours are too similar,0,,,,,
1584,Zero Axis,Very vivid colors and two very similar colors.,0,,,,,
1585,Zero Axis,,0,,,,,
1586,Zero Axis,There are two green colours that look identical and agricultural products should be horizontal.,,,,,,
1587,Zero Axis,only 1 result was given but 3 where given in the legend,,,,,,
1588,Zero Axis,,0,,,,,
1589,Zero Axis,Y axis doesn't start at 0,,,,,,
1590,Zero Axis,missing parameters,0,,,,,
1591,Zero Axis,,0,,,,,
1592,Zero Axis,"There's only one colour on this graph, no need for a legend,",0,,,,,
1593,Zero Axis,,0,,,,,
1594,Zero Axis,,0,,,,,
1595,Zero Axis,Graph is too hard to read,,,,,,
1596,Zero Axis,,0,,,,,
1597,Zero Axis,,0,,,,,
1598,Zero Axis,X-axis needs to increase by a smaller interval it's too blobbly in the middle,0,,,,,
1599,Zero Axis,the axis aren't labelled correctly,0,,,,,
1600,Zero Axis,,0,,,,,
1601,Zero Axis,,0,,,,,
1602,Zero Axis,,0,,,,,
1603,Zero Axis,,1,,,,,
1604,Zero Axis,What does it represent?,,,,,,
1605,Zero Axis,no legend,0,,,,,
1606,Zero Axis,,0,,,,,
1607,Zero Axis,There isn't a legend.,1,,,,,
1608,Zero Axis,,P,,,,,
1609,Zero Axis,legend missing,0,,,,,
1610,Zero Axis,Some thin bars are hard too see,0,,,,,
1611,Zero Axis,colours are too similar,0,,,,,
1612,Zero Axis,I feel like the graph should be going forward but instead it is going backwards,1,,,,,
1613,Size Neg,The colours used for Europe and USA are too similar,,,,,,
1614,Size Neg,,0,,,,,
1615,Size Neg,,0,,,,,
1616,Size Neg,Greens look too similar,0,,,,,
1617,Size Neg,some of the colours are too similar,,,,,,
1618,Size Neg,too much data,0,,,,,
1619,Size Neg,rating axis should start on zero,1,,,,,
1620,Size Neg,,0,,,,,
1621,Size Neg,"To many colors and lines, it should be columns.",0,,,,,
1622,Size Neg,,0,,,,,
1623,Size Neg,there is a negative value,1,,,,,
1624,Size Neg,difficult to see/understand data,1,,,,,
1625,Size Neg,Squares assigned to negative values; lacks title,1,,,,,
1626,Size Neg,there are 2 boxes together,P,,,,,
1627,Size Neg,the squares needs to be different colored,,,,,,
1628,Size Neg,,0,,,,,
1629,Size Neg,there are uneven intervals /widths of the income,P,,,,,
1630,Size Neg,The points does not match where the graph say it should be located.,,,,,,
1631,Size Neg,x axis isn't labeled clearly enough.,P,,,,,
1632,Size Neg,"Very confusing, too big",,,,,,
1633,Size Neg,,0,,,,,
1634,Size Neg,Some small dots are difficult too see,,,,,,
1635,Size Neg,there are negative units,,,,,,
1636,Size Neg,,1,,,,,
1637,Size Neg,There are minus legends.,P,,,,,
1638,Size Neg,Can't understand the size of the markings and their values.,1,,,,,
1639,Size Neg,,1,,,,,
1640,Size Neg,,0,,,,,
1641,Size Neg,no key/legend,,,,,,
1642,Size Neg,,1,,,,,
1643,Size Neg,There are no legends,0,,,,,
1644,Size Neg,,P,,,,,
1645,Size Neg,no legend,0,,,,,
1646,Size Neg,No colour legend,0,,,,,
1647,Size Neg,,P,,,,,
1648,Size Neg,,0,,,,,
1649,Size Neg,,0,,,,,
1650,Size Neg,,0,,,,,
1651,Size Neg,,1,,,,,
1652,Size Neg,,0,,,,,
1653,Size Neg,,0,,,,,
1654,Size Neg,,0,,,,,
1655,Size Neg,Y axis doesn't start at 0,,,,,,
1656,Size Neg,Different colors of the legend,0,,,,,
1657,Size Neg,,0,,,,,
1658,Size Neg,,P,,,,,
1659,Size Neg,,0,,,,,
1660,Size Neg,,0,,,,,
1661,Size Neg,Y axis doesn't start at 0,,,,,,
1662,Size Neg,You can't see where the values ​​match could be more accurate.,,,,,,
1663,Size Neg,,0,,,,,
1664,Size Neg,,0,,,,,
1665,Size Neg,no legend,P,,,,,
1666,Size Neg,,1,,,,,
1667,Size Neg,There are no legends.,,,,,,
1668,Size Neg,"Could be made simpler, and the colors could be diferent for each person",0,,,,,
1669,Size Neg,legend missing for colours,0,,,,,
1670,Size Neg,What do the colours mean?,0,,,,,
1671,Size Neg,months do not go up correctly. coulours are too similar,0,,,,,
1672,Size Neg,,0,,,,,
1673,Size Neg,Colours of keys are too similar,0,,,,,
1674,Size Neg,very similar colors,1,,,,,
1675,Legend,,0,,,,,
1676,Legend,Greens are too similar,1,,,,,
1677,Legend,months go up incorrectly ,,,,,,
1678,Legend,,0,,,,,
1679,Legend,,1,,,,,
1680,Legend,,1,,,,,
1681,Legend,,1,,,,,
1682,Legend,,1,,,,,
1683,Legend,,1,,,,,
1684,Legend,,1,,,,,
1685,Legend,No legends,1,,,,,
1686,Legend,,1,,,,,
1687,Legend,no legend but would work without,1,,,,,
1688,Legend,,1,,,,,
1689,Legend,,1,,,,,
1690,Legend,,0,,,,,
1691,Legend,,1,,,,,
1692,Legend,,1,,,,,
1693,Legend,,1,,,,,
1694,Legend,They don't typically have two y-axis',,,,,,
1695,Legend,,1,,,,,
1696,Legend,,0,,,,,
1697,Legend,,0,,,,,
1698,Legend,,0,,,,,
1699,Legend,There are multiple y axis with different info.,1,,,,,
1700,Legend,"Axis title on right side is not correct. Also ""year"" must be capitalized (Year).",1,,,,,
1701,Legend,,1,,,,,
1702,Legend,,0,,,,,
1703,Legend,I have no idea what this graph is about!,1,,,,,
1704,Legend,,1,,,,,
1705,Legend,,1,,,,,
1706,Legend,2 different data of different multiplier should not be located on different Y lines (left and right),,,,,,
1707,Legend,Multiple y axes with different values.,1,,,,,
1708,Legend,,0,,,,,
1709,Legend,The data is labeled generically,1,,,,,
1710,Legend,,1,,,,,
1711,Legend,I don't understand it. Is it trying to say what is your average lifespan depending on how many children you have? But I don't get what the cluster and colors represent,1,,,,,
1712,Legend,,1,,,,,
1713,Legend,It isn't exactly know what the graph is about,1,,,,,
1714,Legend,,1,,,,,
1715,Legend,,0,,,,,
1716,Legend,"Improper axis titles, I have no idea about what legend tries to tell me and bigger fonts must have been used for axis titles.",1,,,,,
1717,Legend,,0,,,,,
1718,Legend,,0,,,,,
1719,Legend,,1,,,,,
1720,Legend,"Labelling of the Y axis mentions both mean and range, which is it?",0,,,,,
1721,Legend,A title is missing,1,,,,,
1722,Legend,,0,,,,,
1723,Legend,,0,,,,,
1724,Legend,There are non capitalized words in axis titles.,,,,,,
1725,Legend,,0,,,,,
1726,Legend,,0,,,,,
1727,Legend,,0,,,,,
1728,Legend,,1,,,,,
1729,Legend,,1,,,,,
1730,Legend,,1,,,,,
1731,Legend,,0,,,,,
1732,Legend,"Usage of ""_"" instead of space and improper font size for names in x axis.",1,,,,,
1733,Legend,,0,,,,,
1734,Legend,,0,,,,,
1735,Legend,,0,,,,,
1736,Legend,,1,,,,,
1737,Good,,1,,,,,
1738,Good,"Graph is confusing, there should not be any Y line on the right side of the chart",,,,,,
1739,Good,Multiple y axes with different values,,,,,,
1740,Good,,1,,,,,
1741,Good,,1,,,,,
1742,Good,,1,,,,,
1743,Good,"what is the point of starting the X Axis at 0, when the first value is at almost 300?",,,,,,
1744,Good,"Numbering on x axis bad, should have larger intervals (0,200,400,600 etc)",,,,,,
1745,Good,I think that the units are badly selected,,,,,,
1746,Good,,0,,,,,
1747,Good,There is no data at the start of the axis,,,,,,
1748,Good,,0,,,,,
1749,Good,The axes should be better defined so that the data appears in a larger area of the graph,,,,,,
1750,Good,"The line of the ‘number of workers’ starts at 20, and I think it should start from 0.",0,,,,,
1751,Good,What does Finance and Government mean?? and what is count measuring??,,,,,,
1752,Good,"Y axis poorly labelled, count of what?",0,,,,,
1753,Good,Title of a graph is missing.,,,,,,
1754,Good,,1,,,,,
1755,Good,,0,,,,,
1756,Good,Improper axis titles since they are not capitalized.,0,,,,,
1757,Good,"The chart has no title, and the Y axis is just labeled 'count', so you can't tell what data the graph contains",,,,,,
1758,Good,,1,,,,,
1759,Good,what does rating delta mean?? And there's just so many dots - they all are just blobbed together,,,,,,
1760,Good,Too many individual data points are plotted around 2000.,0,,,,,
1761,Good,"There's no title, no description and the chart is incorrectly selected ",,,,,,
1762,Good,,0,,,,,
1763,Good,The data is indistinguishable at some points.,,,,,,
1764,Good,"Usage of ""_"" instead of space and poor scaling is causing data collision which can be solved by scaling the graph bigger.",,,,,,
1765,Good,,0,,,,,
1766,Good,,1,,,,,
1767,Good,there is no description of what the colored lines represent!,,,,,,
1768,Good,Don't like the labels on the X axis being vertical instead of horizontal. ,,,,,,
1769,Good,"There's no legend, I don't know what the different colours of the lines mean.",,,,,,
1770,Good,"The unit of the ""Median of yield"" is unclear, and the years are better positioned as horizontal (instead of vertical as the current version)",,,,,,
1771,Good,There is multiple data for the same years,0,,,,,
1772,Good,"Improper axis title, there is no legend for data used in the figure.",,,,,,
1773,Good,"It is readable, but it is odd to see a line graph like this with only two data points per line",,,,,,
1774,Good,It’s not clear what are the coloured lines representing.,,,,,,
1775,Good,it does not provide the country/color legend - so you have no idea which country is being reported on,0,,,,,
1776,Good,No key given to show which colour represents which country. ,,,,,,
1777,Good,The numbers on the x-axis are written sideways.,,,,,,
1778,Good,There is no legend to indicate which country is for which color,,,,,,
1779,Good,,1,,,,,
1780,Good,X axis title is not capitalized and font is small.,,,,,,
1781,Good,"There is no legend, so you can't tell what each line represents.",0,,,,,
1782,Good,,0,,,,,
1783,Good,"why are the colors repeated between the fruits, and also what is the count actually measuring?",,,,,,
1784,Good,Inconsistent colouring of bars. ,,,,,,
1785,Good,"I don't really understad the use of such different colours, I would use one colour for this kind of a graph.",0,,,,,
1786,Good,,0,,,,,
1787,Good,The use of the same color for different fruits makes it confusing,,,,,,
1788,Good,Color usage.,,,,,,
1789,Good,The same colors are being used for different data values,0,,,,,
1790,Good,,1,,,,,
1791,Good,"there are no gray circles shown in the graph when it's supposed to be measuring temperatur, and the concentric circles just don't make any sense at all to me",0,,,,,
1792,Good,Confused on how to read the graph. ,0,,,,,
1793,Good,"I don't really understand this graph, it's illegible",0,,,,,
1794,Good,,0,,,,,
1795,Good,Multiple values at some points.,,,,,,
1796,Good,Improper axis titles.,,,,,,
1797,Good,,1,,,,,
1798,Good,I think that not everybody would understand what is this graph showing.,0,,,,,
1799,Rate,the size of the circles is nowhere near representative of their proportional values. ,,,,,,
1800,Rate,Hard to tell size difference in larger circles. ,,,,,,
1801,Rate,,0,,,,,
1802,Rate,It is hard to determine the rate of change since the circle's scales are not much different from each other without a ruler / at a glance,,,,,,
1803,Rate,,0,,,,,
1804,Rate,"Non capital axis titles and usage of ""_"" character instead of space make graph look poor.",,,,,,
1805,Rate,,1,,,,,
1806,Rate,,0,,,,,
1807,Rate,"it was totally confusing! I can't even with this one. The gray balls aren't even in the graph, and are totally random amounts",0,,,,,
1808,Rate,Too many data points plotted on Y axis. ,1,,,,,
1809,Rate,I can't read some data,,,,,,
1810,Rate,,1,,,,,
1811,Rate,Multiple values at some points,,,,,,
1812,Rate,Space is not being used in titles.,1,,,,,
1813,Rate,"The legend is confusing, and has the Y axis label right in the middle",0,,,,,
1814,Rate,,0,,,,,
1815,Rate,"no information on what Count is measuring, and the colors for government and information look almost the same on the graph",,,,,,
1816,Rate,"Colours for key are too similar, hard to decipher between all apart from finance. ",,,,,,
1817,Rate,Some of the colours look almost the same which makes the graph hard to read,,,,,,
1818,Rate,"The colors for ""Agriculture"" and ""Information"" are the same, making it impossible to differentiate the data",0,,,,,
1819,Rate,,0,,,,,
1820,Rate,Axis titles are not capitalized and legend colors are too similar with each other.,,,,,,
1821,Rate,"The colors are too close together, so they are hard to match up to the legend",0,,,,,
1822,Rate,,0,,,,,
1823,Rate,I don't understand it at all. It doesn't say what the cash disbursements are or what is meant by beginning cash,0,,,,,
1824,Rate,,1,,,,,
1825,Rate,I can't read some data,1,,,,,
1826,Rate,,0,,,,,
1827,Rate,,0,,,,,
1828,Rate,Improper format for axis titles.,,,,,,
1829,Rate,,0,,,,,
1830,Rate,,0,,,,,
1831,Rate,,0,,,,,
1832,Rate,,0,,,,,
1833,Rate,"There are 2 green colours which look almost the same, some people could not see the difference between them.",1,,,,,
1834,Rate,The number of the sum cannot be easily understood since there is not any indicator of the length except the scale below,,,,,,
1835,Rate,,0,,,,,
1836,Rate,,P,,,,,
1837,Rate,,1,,,,,
1838,Rate,,0,,,,,
1839,Rate,no kines for v1 and v2,,,,,,
1840,Rate,Only one line plotted. ,,,,,,
1841,Rate,the y-axis doesn't start at 0 ,,,,,,
1842,Rate,Only 1 line present even though there are 3 items in the legend,,,,,,
1843,Rate,The legend shows 3 values but only one is in the graph,0,,,,,
1844,Rate,Y-axis does not start from 0.,P,,,,,
1845,Rate,,0,,,,,
1846,Rate,The x-axis does not start at zero,0,,,,,
1847,Rate,doesn't say what is measured - why are there many different data points for each of the 3 countries,0,,,,,
1848,Rate,Too many data points plotted. ,1,,,,,
1849,Rate,"not eerything is readable, there's a high data density",,,,,,
1850,Rate,,0,,,,,
1851,Rate,,0,,,,,
1852,Rate,Small scale graph causing collision of data and colors are confusing.,0,,,,,
1853,Rate,,0,,,,,
1854,Rate,There are too many data,0,,,,,
1855,Rate,"no legend for the bars or what does a, b, and A,B,C,D and the numbers mean?? It's just symbols with no indication of any of the axes or data points",0,,,,,
1856,Rate,No labels given to x and y axis. ,0,,,,,
1857,Rate,there's no legend or a title,0,,,,,
1858,Rate,,0,,,,,
1859,Rate,,0,,,,,
1860,Rate,,1,,,,,
1861,Zero Axis,The labels are too vague - can't tell what this is a graph of,,,,,,
1862,Zero Axis,There is no legend,,,,,,
1863,Zero Axis,"no legend to explain the differnet colors. IT's also too small to be easily read, and I don't know what is a binned rating on IMDB",,,,,,
1864,Zero Axis,No key given to show what colour each represents. ,,,,,,
1865,Zero Axis,there's no legend,,,,,,
1866,Zero Axis,There is no legend,,,,,,
1867,Zero Axis,Legend is missing,1,,,,,
1868,Zero Axis,Missing legend.,,,,,,
1869,Zero Axis,No legend,,,,,,
1870,Zero Axis,,0,,,,,
1871,Zero Axis,"again, no explanation of what the multiple dots of each color represent",0,,,,,
1872,Zero Axis,Too many data points plotted. ,1,,,,,
1873,Zero Axis,some of the colours are too similar,0,,,,,
1874,Zero Axis,The colors for Europe and USA are too similar with each other,0,,,,,
1875,Zero Axis,,0,,,,,
1876,Zero Axis,Confusing color choice.,,,,,,
1877,Zero Axis,The colors for Europe and USA are too similar - it is hard to tell the data apart,,,,,,
1878,Zero Axis,The graph is not understandable,,,,,,
