Primary Key,Participant ID,Treatment Group,Error Type ,Error Explanation,Visual,Text,Text+Visual,None of the Above,Rank Explanation
141,5d2249547afc290017e5a8f9,Text,Zero Axis,the y axis does not start at zero,3,2,1,4,text and visual clearly shows the error
144,5ce7f7ae2aa9590016af2ba7,Text,Zero Axis,y axis does not start at 0,3,2,1,4,the text and visual provides the most information
147,5c613f2859ec1d0001fe6ea8,Visual,Zero Axis,the y-axis does not start at 0,3,1,2,4,text was the quickest to make me understand the issue
148,5beeda51555093000152d513,Text,Zero Axis,axis does not start as zero,3,2,1,4,same as the previous one
149,5d7929cc3dd8fd0001de3b98,TextLint,Zero Axis,The Y axis doesn't start at 0,3,1,2,4,It's easy to locate the y axis even when you don't have a visual prompt.
152,5dbe9709c964f836acbe159c,TextLint,Zero Axis,the y-axis doesnt start at zero,3,1,2,4,just text was sufficient enough although text and visual may be good for those who dont know the difference between y and x axis
153,5d90be048ff8b4001656a6d9,Text,Zero Axis,The y axis does not start at zero ,3,2,1,4,Text explanations are clearer 
154,5c9178d3803bff0001fef762,Text,Zero Axis,Y axis does not start at zero,3,2,1,4,Image looks like part of the graph at first and doesn't show what is wrong right away
155,5dd0409d9ca8a312350a4118,Visual,Zero Axis,The y axis does not begin at 0. ,3,1,2,4,Text clearly states the problem and visual on its own could be confusing. 
156,5c3e3f65e466860001c4b785,Text,Zero Axis,The y axis doesnt start at 0,3,2,1,4,Being Told and shown explains the issue more clearly
159,5c1026b7e6eb4e0001b2863c,Text,Zero Axis,the y-axis does not start at zero,3,1,2,4,the text explains clearly what the error is
160,5daa322a47b9d20017a2e968,Visual,Zero Axis,y axis doesn't start from zero,3,1,2,4,"Text, Because you can understand by just reading the statement."
161,5b222aff59f9620001c109cb,Visual,Zero Axis,the y-axis does not start at zero,3,1,2,4,Text is best for this
162,5d3f1bbf5edc3a001853870e,Text,Zero Axis,the y-axis does not start at 0,3,2,1,4,Both text and visual are helpful
164,5cc99062d918560016acf,TextLint,Zero Axis,Text + Visual,3,2,1,4,The text and visual tell the whole story where as the visual could be missed
165,5d7f2045056b030015c3a60a,TextLint,Zero Axis,y  axisdoes not start  at zero  ,3,1,2,4,text makes  everything cleaer  especially for somethingl iek that 
167,5c7ead380ce9a10016fb5ebf,Visual,Zero Axis,The y axis does not start at 0.,3,2,1,4,I have seen many graphs not start from 0. The text helped me catch it.
169,5d9a74f72aae4c031a29af9b,Visual,Zero Axis,The y-axis does not start at zero.,3,2,1,4,Some people does not know that y axis needs to start at zero so the text makes that clear.
172,5c66cc9246bfc200019044b8,TextLint,Zero Axis,The Y axis don't start at zero,3,2,1,4,Its easier to understand whats the error when the it was shown and writen at the same time.
174,5d349520c5edfe001af7c86b,Text,Zero Axis,the y axis doesn't start at zero ,3,2,1,4,the visual and text gave the most information 
175,5bd9eb1b1dcc41000132ae7e,Visual,Zero Axis,the y axes does not start at zero,3,2,1,4,Text and visual show the entire error
176,5cab8cadd0f9c90016b178b0,TextLint,Zero Axis,the y-axis does not start at zero,3,1,2,4,Text provides better information than visual alone.
180,5c9d2bed010c73001706aeaa,Text,Zero Axis,The y-axis does not start at zero.,3,1,2,4,"Text is most impact, followed by text and visual, followed by visual. This is what I think."
181,5dc1978fdbf8200fe9537083,TextLint,Zero Axis,the y-xis does not start at zero,3,1,2,4,The text was helpful but for those who aren't sure what the y-axis is the text and visual aid are helpful.
183,5d287be62a33c100167c93c6,Visual,Zero Axis,The y-axis didn't start at zero,3,2,1,4,I was able to understand what was going on based on the text.
185,5daf65969975f80015854b5e,Visual,Zero Axis,The y-axis does not start at zero.,3,2,1,4,Easy to understand with all the methods.
186,5c5e3853de929b0001a4d683,Text,Zero Axis,The y-axis does not start at zero,3,1,2,4,because the text helps to understand what is happening and with the visual you already fully understand
151,5bfbf60d18430e000186a0b6,TextLint,Zero Axis,The y-axis does not start at zero,,,,4,The red arrow as a visual is all you need to instantly ascertain the issue
